seconds,event,why,moved,tank
37.389,fuel,wand,-0.0852509,89.5867
37.406,fuel,wand,-0.0852509,89.5014
37.422,fuel,wand,-0.0852509,89.4162
37.439,fuel,wand,-0.0852509,89.3309
37.457,fuel,wand,-0.0852509,89.2457
37.472,fuel,wand,-0.0852509,89.1604
37.49,fuel,wand,-0.0852509,89.0752
37.506,fuel,wand,-0.0852509,88.9899
37.522,fuel,wand,-0.0852509,88.9047
37.539,fuel,wand,-0.0852509,88.8194
37.556,fuel,wand,-0.0852509,88.7342
37.572,fuel,wand,-0.0852509,88.6489
37.59,fuel,wand,-0.0852509,88.5637
37.606,fuel,wand,-0.0852509,88.4784
37.623,fuel,wand,-0.0852509,88.3932
37.639,fuel,wand,-0.0852509,88.3079
37.656,fuel,wand,-0.0852509,88.2227
37.672,fuel,wand,-0.0852509,88.1374
37.689,fuel,wand,-0.0852509,88.0522
37.706,fuel,wand,-0.0852509,87.9669
37.724,fuel,wand,-0.0852509,87.8817
37.739,fuel,wand,-0.0852509,87.7964
37.756,fuel,wand,-0.0852509,87.7112
37.773,fuel,wand,-0.0852509,87.6259
37.79,fuel,wand,-0.0852509,87.5407
37.806,fuel,wand,-0.0852509,87.4554
37.822,fuel,wand,-0.0852509,87.3702
37.844,fuel,wand,-0.0852509,87.2849
37.846,fuel,wand,-0.0852509,87.1997
37.872,fuel,wand,-0.0852509,87.1144
37.889,fuel,wand,-0.0852509,87.0292
37.906,fuel,wand,-0.0852509,86.9439
37.923,fuel,wand,-0.0852509,86.8587
37.939,fuel,wand,-0.0852509,86.7734
37.956,fuel,wand,-0.0852509,86.6882
37.973,fuel,wand,-0.0852509,86.6029
37.989,fuel,wand,-0.0852509,86.5177
38.007,fuel,wand,-0.0852509,86.4324
38.022,fuel,wand,-0.0852509,86.3472
38.039,fuel,wand,-0.0852509,86.2619
38.056,fuel,wand,-0.0852509,86.1767
38.072,fuel,wand,-0.0852509,86.0914
38.089,fuel,wand,-0.0852509,86.0062
38.106,fuel,wand,-0.0852509,85.9209
38.122,fuel,wand,-0.0852509,85.8357
38.139,fuel,wand,-0.0852509,85.7504
38.156,fuel,wand,-0.0852509,85.6652
38.176,fuel,wand,-0.0852509,85.5799
38.176,fuel,wand,-0.0852509,85.4947
38.207,fuel,wand,-0.0852509,85.4094
38.223,fuel,wand,-0.0852509,85.3242
38.239,fuel,wand,-0.0852509,85.2389
38.256,fuel,wand,-0.0852509,85.1537
38.273,fuel,wand,-0.0852509,85.0684
38.289,fuel,wand,-0.0852509,84.9832
38.306,fuel,wand,-0.0852509,84.8979
38.323,fuel,wand,-0.0852509,84.8127
38.34,fuel,wand,-0.0852509,84.7274
38.356,fuel,wand,-0.0852509,84.6422
38.372,fuel,wand,-0.0852509,84.5569
38.389,fuel,wand,-0.0852509,84.4716
38.406,fuel,wand,-0.0852509,84.3864
38.422,fuel,wand,-0.0852509,84.3011
38.44,fuel,wand,-0.0852509,84.2159
38.456,fuel,wand,-0.0852509,84.1306
38.474,fuel,wand,-0.0852509,84.0454
38.489,fuel,wand,-0.0852509,83.9601
38.507,fuel,wand,-0.0852509,83.8749
38.523,fuel,wand,-0.0852509,83.7896
38.539,fuel,wand,-0.0852509,83.7044
38.556,fuel,wand,-0.0852509,83.6191
38.573,fuel,wand,-0.0852509,83.5339
38.59,fuel,wand,-0.0852509,83.4486
38.606,fuel,wand,-0.0852509,83.3634
38.622,fuel,wand,-0.0852509,83.2781
38.639,fuel,wand,-0.0852509,83.1929
38.656,fuel,wand,-0.0852509,83.1076
38.674,fuel,wand,-0.0852509,83.0224
38.689,fuel,wand,-0.0852509,82.9371
38.706,fuel,wand,-0.0852509,82.8519
38.722,fuel,wand,-0.0852509,82.7666
38.739,fuel,wand,-0.0852509,82.6814
38.756,fuel,wand,-0.0852509,82.5961
38.772,fuel,wand,-0.0852509,82.5109
38.79,fuel,wand,-0.0852509,82.4256
38.806,fuel,wand,-0.0852509,82.3404
38.822,fuel,wand,-0.0852509,82.2551
38.839,fuel,wand,-0.0852509,82.1699
38.857,fuel,wand,-0.0852509,82.0846
38.872,fuel,wand,-0.0852509,81.9994
38.889,fuel,wand,-0.0852509,81.9141
38.906,fuel,wand,-0.0852509,81.8289
38.923,fuel,wand,-0.0852509,81.7436
38.939,fuel,wand,-0.0852509,81.6584
38.956,fuel,wand,-0.0852509,81.5731
38.972,fuel,wand,-0.0852509,81.4879
38.99,fuel,wand,-0.0852509,81.4026
39.006,fuel,wand,-0.0852509,81.3174
39.022,fuel,wand,-0.0852509,81.2321
39.039,fuel,wand,-0.0852509,81.1469
39.056,fuel,wand,-0.0852509,81.0616
39.072,fuel,wand,-0.0852509,80.9764
39.089,fuel,wand,-0.0852509,80.8911
39.106,fuel,wand,-0.0852509,80.8059
39.106,fuel,swept,1,81.8059
39.124,fuel,wand,-0.0852509,81.7206
39.139,fuel,wand,-0.0852509,81.6354
39.156,fuel,wand,-0.0852509,81.5501
39.173,fuel,wand,-0.0852509,81.4649
39.189,fuel,wand,-0.0852509,81.3796
39.189,fuel,swept,2,83.3796
39.206,fuel,wand,-0.0852509,83.2944
39.223,fuel,wand,-0.0852509,83.2091
39.239,fuel,wand,-0.0852509,83.1239
39.256,fuel,wand,-0.0852509,83.0386
39.273,fuel,wand,-0.0852509,82.9534
39.29,fuel,wand,-0.0852509,82.8681
39.306,fuel,wand,-0.0852509,82.7829
39.322,fuel,wand,-0.0852509,82.6976
39.339,fuel,wand,-0.0852509,82.6124
39.356,fuel,wand,-0.0852509,82.5271
39.372,fuel,wand,-0.0852509,82.4418
39.389,fuel,wand,-0.0852509,82.3566
39.406,fuel,wand,-0.0852509,82.2713
39.422,fuel,wand,-0.0852509,82.1861
39.439,fuel,wand,-0.0852509,82.1008
39.456,fuel,wand,-0.0852509,82.0156
39.474,fuel,wand,-0.0852509,81.9303
39.489,fuel,wand,-0.0852509,81.8451
39.506,fuel,wand,-0.0852509,81.7598
39.522,fuel,wand,-0.0852509,81.6746
39.541,fuel,swept,2,83.6746
39.822,fuel,swept,1,84.6746
40.006,fuel,swept,1,85.6746
42.947,fuel,wand,-0.0852509,85.5893
42.956,fuel,wand,-0.0852509,85.5041
42.972,fuel,wand,-0.0852509,85.4188
42.989,fuel,wand,-0.0852509,85.3336
43.005,fuel,wand,-0.0852509,85.2483
43.022,fuel,wand,-0.0852509,85.1631
43.039,fuel,wand,-0.0852509,85.0778
43.055,fuel,wand,-0.0852509,84.9926
43.073,fuel,wand,-0.0852509,84.9073
43.089,fuel,wand,-0.0852509,84.8221
43.105,fuel,wand,-0.0852509,84.7368
43.123,fuel,wand,-0.0852509,84.6516
43.139,fuel,wand,-0.0852509,84.5663
43.155,fuel,wand,-0.0852509,84.4811
43.172,fuel,wand,-0.0852509,84.3958
43.189,fuel,wand,-0.0852509,84.3106
43.207,fuel,wand,-0.0852509,84.2253
43.222,fuel,wand,-0.0852509,84.1401
43.239,fuel,wand,-0.0852509,84.0548
43.256,fuel,wand,-0.0852509,83.9696
43.272,fuel,wand,-0.0852509,83.8843
43.289,fuel,wand,-0.0852509,83.7991
43.306,fuel,wand,-0.0852509,83.7138
43.322,fuel,wand,-0.0852509,83.6286
43.34,fuel,wand,-0.0852509,83.5433
43.356,fuel,wand,-0.0852509,83.4581
43.372,fuel,wand,-0.0852509,83.3728
43.389,fuel,wand,-0.0852509,83.2876
43.406,fuel,wand,-0.0852509,83.2023
43.422,fuel,wand,-0.0852509,83.1171
43.439,fuel,wand,-0.0852509,83.0318
43.455,fuel,wand,-0.0852509,82.9466
43.472,fuel,wand,-0.0852509,82.8613
43.489,fuel,wand,-0.0852509,82.7761
43.506,fuel,wand,-0.0852509,82.6908
43.522,fuel,wand,-0.0852509,82.6056
43.539,fuel,wand,-0.0852509,82.5203
43.557,fuel,wand,-0.0852509,82.4351
43.573,fuel,wand,-0.0852509,82.3498
43.589,fuel,wand,-0.0852509,82.2646
43.605,fuel,wand,-0.0852509,82.1793
43.622,fuel,wand,-0.0852509,82.0941
43.639,fuel,wand,-0.0852509,82.0088
43.655,fuel,wand,-0.0852509,81.9236
43.672,fuel,wand,-0.0852509,81.8383
43.689,fuel,wand,-0.0852509,81.7531
43.705,fuel,wand,-0.0852509,81.6678
43.722,fuel,wand,-0.0852509,81.5826
43.74,fuel,wand,-0.0852509,81.4973
43.756,fuel,wand,-0.0852509,81.412
43.772,fuel,wand,-0.0852509,81.3268
43.789,fuel,wand,-0.0852509,81.2415
43.805,fuel,wand,-0.0852509,81.1563
43.822,fuel,wand,-0.0852509,81.071
43.839,fuel,wand,-0.0852509,80.9858
43.856,fuel,wand,-0.0852509,80.9005
43.872,fuel,wand,-0.0852509,80.8153
43.889,fuel,wand,-0.0852509,80.73
43.905,fuel,wand,-0.0852509,80.6448
43.924,fuel,wand,-0.0852509,80.5595
43.939,fuel,wand,-0.0852509,80.4743
43.955,fuel,wand,-0.0852509,80.389
43.972,fuel,wand,-0.0852509,80.3038
43.989,fuel,wand,-0.0852509,80.2185
44.006,fuel,wand,-0.0852509,80.1333
44.022,fuel,wand,-0.0852509,80.048
44.039,fuel,wand,-0.0852509,79.9628
44.056,fuel,wand,-0.0852509,79.8775
44.072,fuel,wand,-0.0852509,79.7923
44.089,fuel,wand,-0.0852509,79.707
44.107,fuel,wand,-0.0852509,79.6218
44.122,fuel,wand,-0.0852509,79.5365
44.139,fuel,wand,-0.0852509,79.4513
44.156,fuel,wand,-0.0852509,79.366
44.172,fuel,wand,-0.0852509,79.2808
44.189,fuel,wand,-0.0852509,79.1955
44.205,fuel,wand,-0.0852509,79.1103
44.222,fuel,wand,-0.0852509,79.025
44.24,fuel,wand,-0.0852509,78.9398
44.255,fuel,wand,-0.0852509,78.8545
44.272,fuel,wand,-0.0852509,78.7693
44.289,fuel,wand,-0.0852509,78.684
44.306,fuel,wand,-0.0852509,78.5988
44.322,fuel,wand,-0.0852509,78.5135
44.339,fuel,wand,-0.0852509,78.4283
44.355,fuel,wand,-0.0852509,78.343
44.373,fuel,wand,-0.0852509,78.2578
44.389,fuel,wand,-0.0852509,78.1725
44.405,fuel,wand,-0.0852509,78.0873
44.422,fuel,wand,-0.0852509,78.002
44.439,fuel,wand,-0.0852509,77.9168
44.456,fuel,wand,-0.0852509,77.8315
44.472,fuel,wand,-0.0852509,77.7463
44.489,fuel,wand,-0.0852509,77.661
44.507,fuel,wand,-0.0852509,77.5758
44.522,fuel,wand,-0.0852509,77.4905
44.539,fuel,wand,-0.0852509,77.4053
44.555,fuel,wand,-0.0852509,77.32
44.572,fuel,wand,-0.0852509,77.2348
44.589,fuel,wand,-0.0852509,77.1495
44.605,fuel,wand,-0.0852509,77.0643
44.622,fuel,wand,-0.0852509,76.979
44.639,fuel,wand,-0.0852509,76.8938
44.655,fuel,wand,-0.0852509,76.8085
44.674,fuel,wand,-0.0852509,76.7233
44.689,fuel,wand,-0.0852509,76.638
44.705,fuel,wand,-0.0852509,76.5527
44.724,fuel,wand,-0.0852509,76.4675
44.739,fuel,wand,-0.0852509,76.3822
44.756,fuel,wand,-0.0852509,76.297
44.774,fuel,wand,-0.0852509,76.2117
44.789,fuel,wand,-0.0852509,76.1265
44.805,fuel,wand,-0.0852509,76.0412
44.822,fuel,wand,-0.0852509,75.956
44.841,fuel,wand,-0.0852509,75.8707
44.856,fuel,wand,-0.0852509,75.7855
44.872,fuel,wand,-0.0852509,75.7002
44.889,fuel,wand,-0.0852509,75.615
44.906,fuel,wand,-0.0852509,75.5297
44.924,fuel,wand,-0.0852509,75.4445
44.939,fuel,wand,-0.0852509,75.3592
44.955,fuel,wand,-0.0852509,75.274
44.972,fuel,wand,-0.0852509,75.1887
44.989,fuel,wand,-0.0852509,75.1035
45.005,fuel,wand,-0.0852509,75.0182
45.022,fuel,wand,-0.0852509,74.933
45.039,fuel,wand,-0.0852509,74.8477
45.057,fuel,wand,-0.0852509,74.7625
45.072,fuel,wand,-0.0852509,74.6772
45.089,fuel,wand,-0.0852509,74.592
45.105,fuel,wand,-0.0852509,74.5067
45.122,fuel,wand,-0.0852509,74.4215
45.139,fuel,wand,-0.0852509,74.3362
45.157,fuel,wand,-0.0852509,74.251
45.172,fuel,wand,-0.0852509,74.1657
45.189,fuel,wand,-0.0852509,74.0805
45.205,fuel,wand,-0.0852509,73.9952
45.222,fuel,wand,-0.0852509,73.91
45.24,fuel,wand,-0.0852509,73.8247
45.255,fuel,wand,-0.0852509,73.7395
45.272,fuel,wand,-0.0852509,73.6542
45.289,fuel,wand,-0.0852509,73.569
45.305,fuel,wand,-0.0852509,73.4837
45.323,fuel,wand,-0.0852509,73.3985
45.339,fuel,wand,-0.0852509,73.3132
45.357,fuel,wand,-0.0852509,73.228
45.372,fuel,wand,-0.0852509,73.1427
45.389,fuel,wand,-0.0852509,73.0575
45.405,fuel,wand,-0.0852509,72.9722
45.423,fuel,wand,-0.0852509,72.887
45.439,fuel,wand,-0.0852509,72.8017
45.456,fuel,wand,-0.0852509,72.7165
45.472,fuel,wand,-0.0852509,72.6312
45.489,fuel,wand,-0.0852509,72.546
45.505,fuel,wand,-0.0852509,72.4607
45.524,fuel,wand,-0.0852509,72.3755
45.539,fuel,wand,-0.0852509,72.2902
45.555,fuel,wand,-0.0852509,72.205
45.572,fuel,wand,-0.0852509,72.1197
45.589,fuel,wand,-0.0852509,72.0345
45.605,fuel,wand,-0.0852509,71.9492
45.622,fuel,wand,-0.0852509,71.864
45.639,fuel,wand,-0.0852509,71.7787
45.657,fuel,wand,-0.0852509,71.6935
45.672,fuel,wand,-0.0852509,71.6082
45.689,fuel,wand,-0.0852509,71.5229
45.706,fuel,wand,-0.0852509,71.4377
45.722,fuel,wand,-0.0852509,71.3524
45.739,fuel,wand,-0.0852509,71.2672
45.757,fuel,wand,-0.0852509,71.1819
45.772,fuel,wand,-0.0852509,71.0967
45.789,fuel,wand,-0.0852509,71.0114
45.805,fuel,wand,-0.0852509,70.9262
45.822,fuel,wand,-0.0852509,70.8409
45.84,fuel,wand,-0.0852509,70.7557
45.855,fuel,wand,-0.0852509,70.6704
45.855,fuel,swept,1,71.6704
45.872,fuel,wand,-0.0852509,71.5852
45.889,fuel,wand,-0.0852509,71.4999
45.906,fuel,wand,-0.0852509,71.4147
45.923,fuel,wand,-0.0852509,71.3294
45.94,fuel,wand,-0.0852509,71.2442
45.955,fuel,wand,-0.0852509,71.1589
45.972,fuel,wand,-0.0852509,71.0737
45.989,fuel,wand,-0.0852509,70.9884
46.006,fuel,wand,-0.0852509,70.9032
46.022,fuel,wand,-0.0852509,70.8179
46.04,fuel,wand,-0.0852509,70.7327
46.055,fuel,wand,-0.0852509,70.6474
46.072,fuel,wand,-0.0852509,70.5622
46.089,fuel,wand,-0.0852509,70.4769
46.107,fuel,wand,-0.0852509,70.3917
46.122,fuel,wand,-0.0852509,70.3064
46.139,fuel,wand,-0.0852509,70.2212
46.155,fuel,wand,-0.0852509,70.1359
46.172,fuel,wand,-0.0852509,70.0507
46.189,fuel,wand,-0.0852509,69.9654
46.205,fuel,wand,-0.0852509,69.8802
46.222,fuel,wand,-0.0852509,69.7949
46.24,fuel,wand,-0.0852509,69.7097
46.255,fuel,wand,-0.0852509,69.6244
46.272,fuel,wand,-0.0852509,69.5392
46.289,fuel,wand,-0.0852509,69.4539
46.305,fuel,wand,-0.0852509,69.3687
46.322,fuel,wand,-0.0852509,69.2834
46.339,fuel,wand,-0.0852509,69.1982
46.355,fuel,wand,-0.0852509,69.1129
46.372,fuel,wand,-0.0852509,69.0277
46.389,fuel,wand,-0.0852509,68.9424
46.405,fuel,wand,-0.0852509,68.8572
46.422,fuel,wand,-0.0852509,68.7719
46.44,fuel,wand,-0.0852509,68.6867
46.455,fuel,wand,-0.0852509,68.6014
46.472,fuel,wand,-0.0852509,68.5162
46.489,fuel,wand,-0.0852509,68.4309
46.505,fuel,wand,-0.0852509,68.3457
46.522,fuel,wand,-0.0852509,68.2604
46.539,fuel,wand,-0.0852509,68.1752
46.556,fuel,wand,-0.0852509,68.0899
46.574,fuel,wand,-0.0852509,68.0047
46.589,fuel,wand,-0.0852509,67.9194
46.605,fuel,wand,-0.0852509,67.8342
46.622,fuel,wand,-0.0852509,67.7489
46.639,fuel,wand,-0.0852509,67.6637
46.655,fuel,wand,-0.0852509,67.5784
46.672,fuel,wand,-0.0852509,67.4931
46.689,fuel,wand,-0.0852509,67.4079
46.707,fuel,wand,-0.0852509,67.3226
46.722,fuel,wand,-0.0852509,67.2374
46.739,fuel,wand,-0.0852509,67.1521
47.063,fuel,wand,-0.0852509,67.0669
47.072,fuel,wand,-0.0852509,66.9816
47.089,fuel,wand,-0.0852509,66.8964
47.105,fuel,wand,-0.0852509,66.8111
47.122,fuel,wand,-0.0852509,66.7259
47.139,fuel,wand,-0.0852509,66.6406
47.157,fuel,wand,-0.0852509,66.5554
47.172,fuel,wand,-0.0852509,66.4701
47.172,fuel,swept,1,67.4701
47.189,fuel,wand,-0.0852509,67.3849
47.207,fuel,wand,-0.0852509,67.2996
47.222,fuel,wand,-0.0852509,67.2144
47.239,fuel,wand,-0.0852509,67.1291
47.256,fuel,wand,-0.0852509,67.0439
47.272,fuel,wand,-0.0852509,66.9586
47.289,fuel,wand,-0.0852509,66.8734
47.305,fuel,wand,-0.0852509,66.7881
47.323,fuel,wand,-0.0852509,66.7029
47.339,fuel,wand,-0.0852509,66.6176
47.355,fuel,wand,-0.0852509,66.5324
47.372,fuel,wand,-0.0852509,66.4471
47.39,fuel,wand,-0.0852509,66.3619
47.406,fuel,wand,-0.0852509,66.2766
47.422,fuel,wand,-0.0852509,66.1914
47.439,fuel,wand,-0.0852509,66.1061
47.457,fuel,wand,-0.0852509,66.0209
47.473,fuel,wand,-0.0852509,65.9356
47.489,fuel,wand,-0.0852509,65.8504
47.505,fuel,wand,-0.0852509,65.7651
47.522,fuel,wand,-0.0852509,65.6799
47.539,fuel,wand,-0.0852509,65.5946
47.555,fuel,wand,-0.0852509,65.5094
47.572,fuel,wand,-0.0852509,65.4241
47.59,fuel,wand,-0.0852509,65.3389
47.605,fuel,wand,-0.0852509,65.2536
47.622,fuel,wand,-0.0852509,65.1684
47.639,fuel,wand,-0.0852509,65.0831
47.655,fuel,wand,-0.0852509,64.9979
47.672,fuel,wand,-0.0852509,64.9126
47.689,fuel,wand,-0.0852509,64.8274
47.705,fuel,wand,-0.0852509,64.7421
47.722,fuel,wand,-0.0852509,64.6569
47.739,fuel,wand,-0.0852509,64.5716
47.755,fuel,wand,-0.0852509,64.4864
47.772,fuel,wand,-0.0852509,64.4011
47.79,fuel,wand,-0.0852509,64.3159
47.805,fuel,wand,-0.0852509,64.2306
47.822,fuel,wand,-0.0852509,64.1454
47.839,fuel,wand,-0.0852509,64.0601
47.855,fuel,wand,-0.0852509,63.9749
47.872,fuel,wand,-0.0852509,63.8896
47.889,fuel,wand,-0.0852509,63.8044
47.905,fuel,wand,-0.0852509,63.7191
47.93,fuel,wand,-0.0852509,63.6339
47.931,fuel,wand,-0.0852509,63.5486
47.956,fuel,wand,-0.0852509,63.4633
47.974,fuel,wand,-0.0852509,63.3781
47.989,fuel,wand,-0.0852509,63.2928
48.005,fuel,wand,-0.0852509,63.2076
48.022,fuel,wand,-0.0852509,63.1223
48.039,fuel,wand,-0.0852509,63.0371
48.055,fuel,wand,-0.0852509,62.9518
48.072,fuel,wand,-0.0852509,62.8666
48.089,fuel,wand,-0.0852509,62.7813
48.105,fuel,wand,-0.0852509,62.6961
48.122,fuel,wand,-0.0852509,62.6108
48.139,fuel,wand,-0.0852509,62.5256
49.088,fuel,swept,1,63.5256
49.355,fuel,swept,2,65.5256
50.122,fuel,swept,1,66.5256
50.522,fuel,swept,2,68.5256
50.822,fuel,swept,1,69.5256
52.413,fuel,wand,-0.0852509,69.4403
52.424,fuel,wand,-0.0852509,69.3551
52.439,fuel,wand,-0.0852509,69.2698
52.455,fuel,wand,-0.0852509,69.1846
52.472,fuel,wand,-0.0852509,69.0993
52.488,fuel,wand,-0.0852509,69.0141
52.505,fuel,wand,-0.0852509,68.9288
52.522,fuel,wand,-0.0852509,68.8436
52.54,fuel,wand,-0.0852509,68.7583
52.555,fuel,wand,-0.0852509,68.6731
52.572,fuel,wand,-0.0852509,68.5878
52.588,fuel,wand,-0.0852509,68.5026
52.607,fuel,wand,-0.0852509,68.4173
52.622,fuel,wand,-0.0852509,68.3321
52.638,fuel,wand,-0.0852509,68.2468
52.655,fuel,wand,-0.0852509,68.1616
52.672,fuel,wand,-0.0852509,68.0763
52.688,fuel,wand,-0.0852509,67.9911
52.705,fuel,wand,-0.0852509,67.9058
52.722,fuel,wand,-0.0852509,67.8206
52.74,fuel,wand,-0.0852509,67.7353
52.755,fuel,wand,-0.0852509,67.6501
52.772,fuel,wand,-0.0852509,67.5648
52.788,fuel,wand,-0.0852509,67.4796
52.805,fuel,wand,-0.0852509,67.3943
52.822,fuel,wand,-0.0852509,67.3091
52.839,fuel,wand,-0.0852509,67.2238
52.855,fuel,wand,-0.0852509,67.1386
52.872,fuel,wand,-0.0852509,67.0533
52.89,fuel,wand,-0.0852509,66.9681
52.905,fuel,wand,-0.0852509,66.8828
52.922,fuel,wand,-0.0852509,66.7976
52.938,fuel,wand,-0.0852509,66.7123
52.955,fuel,wand,-0.0852509,66.6271
52.972,fuel,wand,-0.0852509,66.5418
52.988,fuel,wand,-0.0852509,66.4566
53.005,fuel,wand,-0.0852509,66.3713
53.023,fuel,wand,-0.0852509,66.2861
53.038,fuel,wand,-0.0852509,66.2008
53.055,fuel,wand,-0.0852509,66.1156
53.072,fuel,wand,-0.0852509,66.0303
53.089,fuel,wand,-0.0852509,65.9451
53.105,fuel,wand,-0.0852509,65.8598
53.122,fuel,wand,-0.0852509,65.7746
53.138,fuel,wand,-0.0852509,65.6893
53.155,fuel,wand,-0.0852509,65.604
53.172,fuel,wand,-0.0852509,65.5188
53.19,fuel,wand,-0.0852509,65.4335
53.205,fuel,wand,-0.0852509,65.3483
53.222,fuel,wand,-0.0852509,65.263
53.238,fuel,wand,-0.0852509,65.1778
53.256,fuel,wand,-0.0852509,65.0925
53.272,fuel,wand,-0.0852509,65.0073
53.288,fuel,wand,-0.0852509,64.922
53.305,fuel,wand,-0.0852509,64.8368
54.179,fuel,wand,-0.0852509,64.7515
54.189,fuel,wand,-0.0852509,64.6663
54.205,fuel,wand,-0.0852509,64.581
54.222,fuel,wand,-0.0852509,64.4958
54.239,fuel,wand,-0.0852509,64.4105
54.255,fuel,wand,-0.0852509,64.3253
54.273,fuel,wand,-0.0852509,64.24
54.289,fuel,wand,-0.0852509,64.1548
54.305,fuel,wand,-0.0852509,64.0695
54.322,fuel,wand,-0.0852509,63.9843
54.34,fuel,wand,-0.0852509,63.899
54.355,fuel,wand,-0.0852509,63.8138
54.372,fuel,wand,-0.0852509,63.7285
54.389,fuel,wand,-0.0852509,63.6433
54.405,fuel,wand,-0.0852509,63.558
54.422,fuel,wand,-0.0852509,63.4728
54.439,fuel,wand,-0.0852509,63.3875
54.457,fuel,wand,-0.0852509,63.3023
54.472,fuel,wand,-0.0852509,63.217
54.491,fuel,wand,-0.0852509,63.1318
54.506,fuel,wand,-0.0852509,63.0465
54.522,fuel,wand,-0.0852509,62.9613
54.54,fuel,wand,-0.0852509,62.876
54.555,fuel,wand,-0.0852509,62.7908
54.572,fuel,wand,-0.0852509,62.7055
54.589,fuel,wand,-0.0852509,62.6203
54.605,fuel,wand,-0.0852509,62.535
54.622,fuel,wand,-0.0852509,62.4498
54.638,fuel,wand,-0.0852509,62.3645
54.655,fuel,wand,-0.0852509,62.2793
54.673,fuel,wand,-0.0852509,62.194
54.688,fuel,wand,-0.0852509,62.1088
54.705,fuel,wand,-0.0852509,62.0235
54.722,fuel,wand,-0.0852509,61.9383
54.738,fuel,wand,-0.0852509,61.853
54.755,fuel,wand,-0.0852509,61.7678
54.772,fuel,wand,-0.0852509,61.6825
54.788,fuel,wand,-0.0852509,61.5973
54.807,fuel,wand,-0.0852509,61.512
54.822,fuel,wand,-0.0852509,61.4268
54.838,fuel,wand,-0.0852509,61.3415
54.855,fuel,wand,-0.0852509,61.2563
54.872,fuel,wand,-0.0852509,61.171
54.888,fuel,wand,-0.0852509,61.0858
54.905,fuel,wand,-0.0852509,61.0005
54.922,fuel,wand,-0.0852509,60.9153
54.94,fuel,wand,-0.0852509,60.83
54.955,fuel,wand,-0.0852509,60.7448
54.972,fuel,wand,-0.0852509,60.6595
